"","e_","site_","sigle","name","iscore","issect","isssamp","descriptor","hasanlam","entloc","localveg","coll_","sampdate","depthatloc","icethickcm","sampdevice","corediamcm","c14depthadj","notes","site_","sitename","sitecode","siteexists","poldiv1","poldiv2","poldiv3","latdeg","latmin","latsec","latns","latdd","latdms","londeg","lonmin","lonsec","lonew","londd","londms","elevation","areaofsite"
"243",1195,993,"DURA","Dura-Moor","Y","N","N","PFVL","N",NA,"Cyperaceae mire",724,"0000-00-00",NA,NA,"Geonor corer",5.4,NA,NA,993,"Dura-Moor","ITA-17000-DURA",NA,"ITA","17","000",46,38,24,"N",46.64,"46.38.24N",11,27,32,"E",11.458889," 11.27.32E",2080,NA
"244",1196,994,"MALSCH","Malschötscher Hotter","Y","N","N","PBRA","N",NA,NA,724,"0000-00-00",NA,NA,"Geonor corer",5.4,NA,NA,994,"Malschötscher Hotter","ITA-17000-MALS",NA,"ITA","17","000",46,39,58,"N",46.666111,"46.39.58N",11,27,30,"E",11.458333," 11.27.30E",2050,NA
"245",1197,995,"SCHWARZ","Schwarzsee","Y","N","N","LNGL","N",NA,NA,724,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,995,"Schwarzsee","ITA-17000-SCHW",NA,"ITA","17","000",46,39,59,"N",46.666389,"46.39.59N",11,25,55,"E",11.431944," 11.25.55E",2033,NA
"246",1223,1012,"ORGE1","Lac du Mont d'Orge I","Y","N","N","PFOW","N","in eastern Phragmites belt","Phragmites mire along lake",675,"1953-10-00",NA,NA,"Hiller corer",NA,NA,NA,1012,"Lac du Mont d'Orge Sion","CHE-23000-ORGE",NA,"CHE","23","000",46,14,4,"N",46.234,"46.14.04N",7,20,29,"E",7.338167,"  7.20.29E",640,NA
"247",1224,1012,"ORGE2","Lac du Mont d'Orge II","Y","N","N","PFOW","N","15 m N of ORGE2","Phragmites mire along lake",675,"1953-10-00",NA,NA,"Hiller corer",NA,NA,NA,1012,"Lac du Mont d'Orge Sion","CHE-23000-ORGE",NA,"CHE","23","000",46,14,4,"N",46.234,"46.14.04N",7,20,29,"E",7.338167,"  7.20.29E",640,NA
"248",1225,1012,"ORGE3","Lac du Mont d'Orge III","Y","N","N","LNAT","N","ca. 6 m from coring in 1970",NA,675,"1956-09-05",NA,NA,"Hiller corer",NA,NA,NA,1012,"Lac du Mont d'Orge Sion","CHE-23000-ORGE",NA,"CHE","23","000",46,14,4,"N",46.234,"46.14.04N",7,20,29,"E",7.338167,"  7.20.29E",640,NA
"249",1226,1012,"ORGE4","Lac du Mont d'Orge IV","Y","N","N","LNAT","N","70 cm W of ORGE3",NA,675,"1957-04-00",NA,NA,"Hiller corer",NA,NA,NA,1012,"Lac du Mont d'Orge Sion","CHE-23000-ORGE",NA,"CHE","23","000",46,14,4,"N",46.234,"46.14.04N",7,20,29,"E",7.338167,"  7.20.29E",640,NA
"250",1227,1012,"ORGE5","Lac du Mont d'Orge V","Y","N","N","LNAT","N","at N end of eastern Phragmites zone",NA,675,"1970-09-15",NA,NA,"Hiller corer",NA,NA,NA,1012,"Lac du Mont d'Orge Sion","CHE-23000-ORGE",NA,"CHE","23","000",46,14,4,"N",46.234,"46.14.04N",7,20,29,"E",7.338167,"  7.20.29E",640,NA
"251",1228,1013,"ROBSOIL","Robiei, soil","Y","N","Y","TSOI","N","on hill, above E end of barrage dam","heathland",675,"1965-00-00",NA,NA,"spade",NA,NA,NA,1013,"Alpi di Robièi Val Bavona Bodenprofil","CHE-21000-ROBS","Y1965","CHE","21","000",46,26,42,"N",46.440333,"46.26.42N",8,31,5,"E",8.517667,"  8.31.05E",1965,NA
"252",1229,1014,"LAU1",NA,"Y","N","N","LACU","N","centre of the wetland",NA,147,"0000-00-00",450,NA,NA,NA,NA,"Archaeological site",1014,"Lac du Lauzon","FRA-27000-LAU1","Y1999","FRA","27","000",44,40,31,"N",44.675278,"44.40.31N",5,47,36,"E",5.793333,"  5.47.36E",1980,NA
"253",1230,1015,"CZE1",NA,"Y","N","N","PMSH","N","NE of the marsh","Phragmite with shrubs and trees",147,"0000-00-00",NA,NA,NA,NA,NA,NA,1015,"Marais de Charauze","FRA-50000-CZE1","Y1998","FRA","50","000",45,22,6,"N",45.368333,"45.22.06N",5,34,1,"E",5.566944,"  5.34.01E",375,20
"254",1231,1016,"CHIRENS1","Tourbière de Chirens","Y","N","N","PBOG","N",NA,NA,444,"0000-00-00",NA,NA,NA,NA,NA,NA,1016,"Tourbière de Chirens","FRA-50000-CHIR","Y1977","FRA","50","000",45,25,24,"N",45.423333,"45.25.24N",5,33,42,"E",5.561667,"  5.33.42E",460,1.1
"255",1248,1032,"COL1","Les Lances core Col-1","Y","N","N","PBOG","N","around the little brook of Les Lances","Eriophorum",619,"2003-00-00",NA,NA,"Russian corer",7,NA,NA,1032,"col du Petit Saint Bernard","FRA-41000-COL2","Y2003","FRA","41","000",45,40,19,"N",45.671944,"45.40.19N",6,52,32,"E",6.875556,"  6.52.32E",2150,NA
"256",1249,1032,"COL2","L'Hospice core Col-2","Y","N","Y","PBOG","N","in the north of the old hospice","blanket of Scirpus",619,"2003-00-00",NA,NA,"Russian corer",7,NA,NA,1032,"col du Petit Saint Bernard","FRA-41000-COL2","Y2003","FRA","41","000",45,40,19,"N",45.671944,"45.40.19N",6,52,32,"E",6.875556,"  6.52.32E",2150,NA
"257",1250,1033,"DESVERNE",NA,"Y","N","Y","PBOG","N","border north of river of the little lake",NA,619,"2003-00-00",NA,NA,"Russian corer",7,NA,"2 lakes: core in the little northest one",1033,"Lac du Verney-Dessus","ITA-19000-DESV","Y2003","ITA","19","000",45,41,36,"N",45.693333,"45.41.36N",6,52,21,"E",6.8725,"  6.52.21E",2276,NA
"258",1251,1034,"VERNEY",NA,"Y","N","Y","LACU","N","in the lake",NA,619,"2003-00-00",NA,NA,"""Cajak"" corer",NA,NA,NA,1034,"Lac du Verney","ITA-19000-VERN","Y2003","ITA","19","000",45,41,12,"N",45.686667,"45.41.12N",6,52,54,"E",6.881667,"  6.52.54E",2087,NA
"259",1252,1035,"TORVERA1","core 1","Y","N","N","PBOG","N","20m to the east of Torveraz 2",NA,619,"0000-00-00",NA,NA,"Russian corer",7,NA,"altitude: 2280m in the publication 2415m with Google Earth",1035,"Torveraz","ITA-19000-TORV","Y2003","ITA","19","000",45,41,43,"N",45.695278,"45.41.43N",6,51,38,"E",6.860556,"  6.51.38E",2415,NA
"260",1253,1035,"TORVERA2","Core 2","Y","N","Y","PBOG","N","peat close to the pond",NA,619,"0000-00-00",0,NA,"Russian corer",7,NA,"altitude: 2345 in the publication 2415 with Google Earth",1035,"Torveraz","ITA-19000-TORV","Y2003","ITA","19","000",45,41,43,"N",45.695278,"45.41.43N",6,51,38,"E",6.860556,"  6.51.38E",2415,NA
"261",1254,1036,"SOLARETB",NA,"Y","N","N","PBOG","N","under the village la Rosiere",NA,619,"2003-00-00",NA,NA,"Russian corer",7,NA,NA,1036,"Sous-Solaret","FRA-41000-SOLA","Y2003","FRA","41","000",45,37,11,"N",45.619722,"45.37.11N",6,51,21,"E",6.855833,"  6.51.21E",1600,NA
"262",1255,1037,"TEPPIER",NA,"Y","N","N","PBOG","N",NA,NA,619,"2003-00-00",NA,NA,"Russian corer",7,NA,NA,1037,"Le Teppier","FRA-41000-TEPP","Y2003","FRA","41","000",45,40,50,"N",45.680556,"45.40.50N",6,49,6,"E",6.818333,"  6.49.06E",2140,NA
"263",1260,1041,"BOITES3","Boites_3","Y","N","N","LACU","N","NE border","Grassland",88,"1989-00-00",NA,NA,"Russian corer",NA,NA,"2 cores sampled",1041,"Lac des Boites","FRA-50000-BOIT","Y2000","FRA","50","000",45,3,22,"N",45.056111,"45.03.22N",5,53,7,"E",5.885278,"  5.53.07E",1560,0.1
"264",1261,1042,"MIROIR","Miroir","Y","N","N","LACU","N","west border of the lake","grassland",317,"1997-00-00",NA,NA,"Russian corer",NA,NA,NA,1042,"Lac Miroir","FRA-43000-MIRO","Y1997","FRA","43","000",44,38,7,"N",44.635278,"44.38.07N",6,47,38,"E",6.793889,"  6.47.38E",2210,1.6
"265",1262,1043,"PRAVER","Praver","Y","N","N","LACU","N","border of the lake","Carex, Sphagnum, Calluna",317,"1997-00-00",160,NA,"Russian corer",NA,NA,NA,1043,"Lac de Praver","FRA-50000-PRAV","Y2000","FRA","50","000",45,4,25,"N",45.073611,"45.04.25N",5,51,23,"E",5.856389,"  5.51.23E",1170,0.3
"266",1263,1044,"RAUX","Raux","Y","N","N","PBOG","N","middle of the basin","Carex",317,"1997-00-00",NA,NA,NA,NA,NA,NA,1044,"Tourbière de Raux","FRA-43000-RAUX","Y2000","FRA","43","000",44,30,12,"N",44.503333,"44.30.12N",5,56,7,"E",5.935278,"  5.56.07E",1770,1.7
"267",1264,1045,"MONTSEC1","Mont Sec-I","Y","N","N","PBOG","N","in the deapest part of the peat","Phragmites, Sphagnum and Calluna",317,"1997-00-00",NA,NA,NA,NA,NA,"C14 dates in Mont Sec-2",1045,"Tourbière de Mont Sec","FRA-50000-MONT","Y2000","FRA","50","000",45,4,8,"N",45.068889,"45.04.08N",5,48,24,"E",5.806667,"  5.48.24E",1130,0.6
"268",1265,1045,"MONTSEC2","Mont Sec-II","Y","N","N","PBOG","N","in the deepest part of the peat","Phragmites, Sphagnum and Calluna",317,"1997-00-00",NA,NA,NA,NA,NA,NA,1045,"Tourbière de Mont Sec","FRA-50000-MONT","Y2000","FRA","50","000",45,4,8,"N",45.068889,"45.04.08N",5,48,24,"E",5.806667,"  5.48.24E",1130,0.6
"269",1267,1047,"LANDE","La Lande","Y","N","N","PBOG","N","eastern part of the cambered peat","Sphagnum, Drosera, Eriophorum, Molinia..",88,"2000-00-00",NA,NA,"Russian corer",8,NA,NA,1047,"Tourbière de la Lande","FRA-46000-LAND","Y2000","FRA","46","000",43,34,0,"N",43.566667,"43.34.00N",2,58,0,"E",2.966667,"  2.58.00E",1040,10.7
"270",1271,720,"NASSETTE","Les Nassettes, core 18","Y","N","N","PBOG","N","SSW of the peat (on a slope)","Sphagnum, Carex, Calluna, Poaceae",88,"2000-00-00",NA,NA,"Russian corer",8,NA,"several cores sampled in the peat",720,"Tourbière des Nassettes","FRA-59000-NASS","Y2000","FRA","59","000",44,28,0,"N",44.466667,"44.28.00N",3,38,30,"E",3.641667,"  3.38.30E",1375,8
"271",1272,1049,"PEYROUTA","Peyroutarié 3","Y","N","N","PBOG","N","SW of the peat (thicker part)","Calluna, Molina, Sphagnum, Genista",88,"2000-00-00",NA,NA,"Russian corer",8,NA,"2 cores, only Peyroutarié 3 was studied",1049,"Tourbière de la Peyroutarié","FRA-46000-PEY","Y2000","FRA","46","000",44,36,34,"N",43.609444,"44.36.34N",2,55,53,"E",2.931389,"  2.55.53E",1054,2.5
"272",1283,1056,"AVG0702","core AVG 07/02","Y","N","Y","LACU","Y","center of lake","Alnus,Ulmus,Quercus,Robinia and Salix",766,"2002-00-00",2600,NA,"freeze corer",NA,NA,"LOI: Ignition residue in %(dw) Freeze core",1056,"Lago Grande di Avigliana","ITA-12000-LGA1","Y2002","ITA","12","000",45,3,54,"N",45.065,"45.03.54N",7,23,12,"E",7.386667,"  7.23.12E",353,83
"273",1284,1057,"FULLY",NA,"Y","N","N","LACU","N","open pit. lake-level very low in 2003",NA,766,"2003-00-00",0,NA,NA,NA,NA,"artificial dam built in 1914. depth around 40 m",1057,"Lac  Superieur de Fully","CHE-23000-FULL","Y2007","CHE","23","000",46,10,36,"N",46.176667,"46.10.36N",7,5,37,"E",7.093611,"  7.05.37E",2135,25
"274",1382,1106,"ELKHALED","[Ritchie84]Oumm el-Khaled","Y","N","N","PSWA","N","centre of the marsh (several ponds)","Typha, Scirpes",835,"1983-00-00",NA,NA,"Livingstone piston sampler",NA,NA,NA,1106,"Oumm el-Khaled","DZA-42000-ELKH","Y1984","DZA","42","000",35,5,0,"N",35.083333,"35.05.00N",7,36,0,"E",7.6,"  7.36.00E",970,120
"275",1383,1107,"GORGIAS",NA,"Y","N","Y","PBOG","N",NA,"grass",88,"0000-00-00",NA,NA,NA,NA,NA,NA,1107,"Tourbière Saint-Etienne de Tinet","FRA-05000-GORG",NA,"FRA","05","000",44,14,37,"N",44.243611,"44.14.37N",6,49,23,"E",6.823056,"  6.49.23E",2180,NA
"276",1384,1108,"LUGANO",NA,"Y","N","Y","LACU","Y","several cores in Swiss-Italian border",NA,836,"0000-00-00",8700,NA,NA,NA,NA,NA,1108,"Lake Lugano","CHE-21000-LUGA",NA,"CHE","21","000",45,59,30,"N",45.991667,"45.59.30N",8,58,19,"E",8.971944,"  8.58.19E",270,2030
"277",1394,1118,"LASPARDI",NA,"Y","N","N","LACU","N","central part of the lake","marsh",88,"1993-00-00",32,NA,"Russian corer",7,NA,NA,1118,"Las Pardillas Lake","ESP-08000-LASP",NA,"ESP","08","000",42,2,44,"N",42.045556,"42.02.44N",3,2,43,"W",-3.045278,"  3.02.43W",1870,0.5
"278",1420,1139,"VOULKARI",NA,"Y","N","N","LACU","N",NA,NA,253,"1997-00-00",310,NA,"Merkt-Streif piston",NA,NA,NA,1139,"Lake Voulkaria","GRC-03000-VOUL",NA,"GRC","03","000",38,52,0,"N",38.866667,"38.52.00N",20,50,0,"E",20.833333," 20.50.00E",0,1000
"279",1423,1142,"BOKABLA1","Profile 1","Y","N","N","LNDR","N",NA,"cultivated fields",872,"1968-03-18",NA,NA,"Dachnowski corer",NA,NA,"2 C14 dates in core 1 only, in the publi analysis of core 2",1142,"Bokanjacko","HRV-19000-BOKA",NA,"HRV","19","000",44,11,0,"N",44.183333,"44.11.00N",15,14,0,"E",15.233333," 15.14.00E",25,NA
"280",1424,1142,"BOKABLA2","core 2","Y","N","Y","LNDR","N",NA,"cultivated fields",872,"1968-03-18",NA,NA,"Dachnowski corer",NA,NA,"2 C14 dates in core 1 only, in the publi analysis of core 2",1142,"Bokanjacko","HRV-19000-BOKA",NA,"HRV","19","000",44,11,0,"N",44.183333,"44.11.00N",15,14,0,"E",15.233333," 15.14.00E",25,NA
"281",1440,1153,"BELIYA2C","BK-2C","Y","N","Y","PBOG","N","central part of the peat bog","Nardus, Agrostis, Eriophorum, Sphagnum",411,"0000-00-00",105,NA,"Russian corer",NA,NA,NA,1153,"Beliya Kanton","BGR-10000-BELY",NA,"BGR","10","000",41,44,1,"N",41.733611,"41.44.01N",24,8,23,"E",24.139722," 24.08.23E",1547,9.5
"282",1441,1154,"RD7B","core RD7B","Y","N","N","LACU","N","central part of the lake",NA,411,"1994-00-00",825,NA,"square-rod piston",5,NA,NA,1154,"Lake Sedmo Rilsko","BGR-07000-RD7B",NA,"BGR","07","000",42,12,39,"N",42.210833,"42.12.39N",23,19,37,"E",23.326944," 23.19.37E",2095,5.94
"283",1442,1155,"BONNII1","Bonnier II-1","Y","N","N","ESTU","N","100m in the north of Méjean pond","riparian vegetation",347,"1994-00-00",NA,NA,"Russian sampler",10,NA,NA,1155,"Bonnier","FRA-46000-BONN",NA,"FRA","46","000",43,33,52,"N",43.564444,"43.33.52N",3,54,20,"E",3.905556,"  3.54.20E",2,NA
"284",1443,1156,"MEJEANI1","Méjean I-1","Y","N","N","ESTU","N","10m in the north from Méjean pond","reed bed",347,"1994-00-00",NA,NA,"Russian sampler",10,NA,NA,1156,"Méjean","FRA-46000-MEJE",NA,"FRA","46","000",43,33,26,"N",43.557222,"43.33.26N",3,54,38,"E",3.910556,"  3.54.38E",1,NA
"285",1444,1156,"MEJEANII","Mejean II","Y","N","N","ESTU","N","several meters north from Méjean I-1","reed bed",347,"1994-00-00",NA,NA,"Russian sampler",10,NA,NA,1156,"Méjean","FRA-46000-MEJE",NA,"FRA","46","000",43,33,26,"N",43.557222,"43.33.26N",3,54,38,"E",3.910556,"  3.54.38E",1,NA
"286",1445,1157,"STADEIII","Le Stade III","Y","N","N","ESTU","N","N/NE from the archeological site Lattes","meadow",347,"1994-00-00",NA,NA,"Russian sampler",10,NA,NA,1157,"Le Stade","FRA-46000-STAD",NA,"FRA","46","000",43,34,2,"N",43.567222,"43.34.02N",3,54,28,"E",3.907778,"  3.54.28E",4,NA
"287",1447,1159,"ORESTG25",NA,"Y","N","N","LACU","N","west part of the lake,1km south Kastoria",NA,876,"1996-00-00",450,NA,NA,NA,NA,"archaeological site",1159,"Lake Orestiás","GRC-25000-ORES",NA,"GRC","25","000",40,30,42,"N",40.511667,"40.30.42N",21,15,28,"E",21.257778," 21.15.28E",630,3240
"288",1449,1161,"LAILIAS",NA,"Y","N","Y","PBOG","N",NA,NA,880,"1980-00-00",0,NA,"Dachnowsky probe",NA,NA,NA,1161,"Lailias","GRC-46000-LAIL",NA,"GRC","46","000",41,16,4,"N",41.267778,"41.16.04N",23,35,58,"E",23.599444," 23.35.58E",1420,3
"289",1450,1162,"SIDON1","BH I","Y","N","N","MCOA","N","dock of ancient harbour",NA,883,"1998-00-00",NA,NA,"rotary coring in wet phase",NA,NA,"ancient harbour of Sidon (Saïda)",1162,"Sidon","LBN-04000-SIDO",NA,"LBN","04","000",33,33,51,"N",33.564167,"33.33.51N",35,22,7,"E",35.368611," 35.22.07E",1,NA
"290",1451,1163,"TYR1","Tyre 1","Y","N","N","MCOA","N",NA,NA,883,"0000-00-00",NA,NA,NA,NA,NA,NA,1163,"Tyre","LBN-04000-TYR1",NA,"LBN","04","000",33,16,41,"N",33.278056,"33.16.41N",35,11,71,"E",35.203056," 35.11.71E",3,NA
"291",1452,1164,"LAVPICCO","AVP1,AVP2","Y","N","N","LACU","Y","centre of the lake","Alnus, Ulmus, Fraximus, Quercus, Salix",766,"2002-06-01",120,NA,"Livinfstone piston corer",NA,NA,NA,1164,"Lago Piccolo di Avigliana","ITA-12000-LAVP",NA,"ITA","12","000",45,3,12,"N",45.233,"45.03.12N",7,23,3,"E",7.388333,"  7.23.03E",356,60
"292",1458,1041,"BOITES1","Boites_1","Y","N","N","LACU","N","South border","Grassland",88,"1989-00-00",NA,NA,"Russian corer",NA,NA,"other core in the same lake",1041,"Lac des Boites","FRA-50000-BOIT","Y2000","FRA","50","000",45,3,22,"N",45.056111,"45.03.22N",5,53,7,"E",5.885278,"  5.53.07E",1560,0.1
"293",1459,1170,"LA13","core LA 13","Y","N","N","LACU","N","centre of Petit Lac (SE part of big one)",NA,88,"1997-00-00",5500,NA,"Kullenberg",NA,NA,NA,1170,"Lake of Annecy","FRA-41000-ANNE",NA,"FRA","41","000",45,51,24,"N",45.856667,"45.51.24N",6,10,20,"E",6.172222,"  6.10.20E",447,2759
"294",1460,1170,"SLA13","SLA13","Y","N","Y","LACU","N","centre of Petit Lac (SE part of big one)",NA,88,"1997-00-00",5500,NA,"Kullenberg",NA,NA,"modern part of LA13, unpublished data",1170,"Lake of Annecy","FRA-41000-ANNE",NA,"FRA","41","000",45,51,24,"N",45.856667,"45.51.24N",6,10,20,"E",6.172222,"  6.10.20E",447,2759
"295",1461,1170,"ANNECY","AN -I,-II,-III","Y","N","N","LACU","Y",NA,NA,88,"1993-00-00",5700,NA,NA,NA,NA,NA,1170,"Lake of Annecy","FRA-41000-ANNE",NA,"FRA","41","000",45,51,24,"N",45.856667,"45.51.24N",6,10,20,"E",6.172222,"  6.10.20E",447,2759
"296",1470,1178,"ADR309","core ADR309","Y","N","N","MDSE","N","basin of the Adriatic sea",NA,872,"1962-01-07",92900,NA,"piston corer",NA,NA,"NSP1962 campaign",1178,"ADR309","MES-00000-ADR3",NA,"MES","00","000",41,49,6,"N",41.818333,"41.49.06N",17,11,24,"E",17.19," 17.11.24E",-929,NA
"297",1471,1179,"ADR353","core ADR-353","Y","N","N","MDSE","N","basin of Adriatic sea",NA,872,"1962-08-10",120700,NA,"Compain Zephi piston corer",NA,NA,"doi:10.1594/PANGAEA.712186",1179,"ADR353","MES-00000-ADR3",NA,"MES","00","000",42,7,12,"N",42.12,"42.07.12N",17,37,59,"E",17.633056," 17.37.59E",-1207,NA
"298",1473,1181,"MD952043","core MD95-2043","Y","N","N","MDSE","N","Alboran Sea (channel)",NA,368,"1995-00-00",184100,NA,"Calypso corer",NA,NA,NA,1181,"MD95-2043","MES-00000-MD95",NA,"MES","00","000",36,8,36,"N",36.143333,"36.08.36N",2,37,16,"W",-2.621111,"  2.37.16W",-1841,NA
"299",1474,1182,"MD992348","core MD99-2348","Y","N","N","MDSE","N","> slope of Bourcart-Hérault interfluve",NA,399,"0000-00-00",29600,NA,"Promess drillsite",NA,NA,NA,1182,"MD99-2348 (103)","MES-00000-MD99",NA,"MES","00","000",42,41,34,"N",42.692778,"42.41.34N",3,50,30,"E",3.841667,"  3.50.30E",-296,NA
"300",1475,1183,"PRGL14","core PRGL 1-4","Y","N","N","MDSE","N","Gulf of Lions",NA,399,"2004-07-00",29900,NA,"Promess drillsite",NA,NA,"unpublished",1183,"PRGL 1-4","MES-00000-PRGL",NA,"MES","00","000",42,41,23,"N",42.689722,"42.41.23N",3,50,15,"E",3.8375,"  3.50.15E",-299,NA
"301",1476,1184,"FANGEAS",NA,"Y","N","Y","PMSH","N",NA,"Cyperaceae swamp becoming grass land",88,"2001-07-00",0,NA,"Russian corer",NA,NA,NA,1184,"Fangeas","FRA-43000-FANG",NA,"FRA","43","000",44,42,58,"N",44.716111,"44.42.58N",6,26,58,"E",6.449444,"  6.26.58E",2000,1.57
"302",1479,1186,"ORTA3","Kern 3","Y","N","N","LACU","N","south part of the centre of the lake",NA,646,"0000-00-00",NA,NA,NA,NA,NA,NA,1186,"Ortasee","ITA-12000-ORTA",NA,"ITA","12","000",45,49,0,"N",45.816667,"45.49.00N",8,24,0,"E",8.4,"  8.24.00E",290,1820
"303",1480,1186,"ORTA4","Kern 4","Y","N","N","LACU","N","centre of lake",NA,646,"0000-00-00",NA,NA,NA,NA,NA,NA,1186,"Ortasee","ITA-12000-ORTA",NA,"ITA","12","000",45,49,0,"N",45.816667,"45.49.00N",8,24,0,"E",8.4,"  8.24.00E",290,1820
"304",1481,1186,"ORTA5","Kern 5","Y","N","N","LACU","N","north part of the centre of the lake",NA,646,"0000-00-00",NA,NA,NA,NA,NA,NA,1186,"Ortasee","ITA-12000-ORTA",NA,"ITA","12","000",45,49,0,"N",45.816667,"45.49.00N",8,24,0,"E",8.4,"  8.24.00E",290,1820
"305",1484,1189,"ABIARE",NA,"Y","N","Y","PBOG","N",NA,NA,991,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,1189,"Abiare","TUN-02000-ABIA",NA,"TUN","02","000",37,9,0,"N",37.15,"37.09.00N",9,6,0,"E",9.1,"  9.06.00E",110,0.02
"306",1485,1190,"BMTIRBOG","bog","Y","N","Y","PBOG","N",NA,"Q. suber",991,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,1190,"Beni M'tir","TUN-07000-BMTI",NA,"TUN","07","000",36,43,0,"N",36.716667,"36.43.00N",8,42,0,"E",8.7,"  8.42.00E",663,NA
"307",1486,1190,"BMTIRMAR","marsh","Y","N","Y","PMSH","N",NA,"Q. canariensis",991,"0000-00-00",NA,NA,NA,NA,NA,NA,1190,"Beni M'tir","TUN-07000-BMTI",NA,"TUN","07","000",36,43,0,"N",36.716667,"36.43.00N",8,42,0,"E",8.7,"  8.42.00E",663,NA
"308",1487,1191,"DARFATMA","Dar fatma I","Y","N","Y","PMSH","N","centre of bow (peaty zone)","Anagalis Asphodelus Bellis Isoetes Lotus",991,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,1191,"Dar Fatma","TUN-07000-FATM",NA,"TUN","07","000",36,49,0,"N",36.816667,"36.49.00N",8,46,0,"E",8.766667,"  8.46.00E",780,5
"309",1488,1192,"KEFEDDBA",NA,"Y","N","Y","PBOG","N",NA,NA,991,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,1192,"Kef Eddbaâ","TUN-07000-KEFE",NA,"TUN","07","000",36,40,0,"N",36.666667,"36.40.00N",8,21,0,"E",8.35,"  8.21.00E",800,0.01
"310",1489,1193,"MAJENHMI",NA,"Y","N","Y","PALU","N",NA,NA,991,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,1193,"Majen Ben H'mida","TUN-02000-MAJE",NA,"TUN","02","000",37,8,0,"N",37.133333,"37.08.00N",9,5,0,"E",9.083333,"  9.05.00E",330,0.09
"311",1490,1194,"MAJORBOG","bog","Y","N","N","PMSH","N","peaty border of the marsh",NA,991,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,1194,"Majen El Orbi","TUN-02000-ORBI",NA,"TUN","02","000",37,9,0,"N",37.15,"37.09.00N",9,5,0,"E",9.083333,"  9.05.00E",200,NA
"312",1491,1194,"MAJORMAR","marsh","Y","N","Y","PMSH","N","centre of the basin (alt 148m)","Isoetes Juncus Nymphea Ranunculus Scirpu",991,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,1194,"Majen El Orbi","TUN-02000-ORBI",NA,"TUN","02","000",37,9,0,"N",37.15,"37.09.00N",9,5,0,"E",9.083333,"  9.05.00E",200,NA
"313",1492,1195,"OUINETEN",NA,"Y","N","Y","PBOG","N",NA,"lawn",991,"0000-00-00",NA,NA,"Russian corer",NA,NA,NA,1195,"Ouinet Ennessours","TUN-07000-OUIN",NA,"TUN","07","000",36,36,0,"N",36.6,"36.36.00N",8,24,0,"E",8.4,"  8.24.00E",1050,0.01
"314",1493,1191,"FATMA4","Dar Fatma 4","Y","N","Y","PMSH","N",NA,NA,355,"1977-00-00",NA,NA,"corer Couteaux",NA,NA,NA,1191,"Dar Fatma","TUN-07000-FATM",NA,"TUN","07","000",36,49,0,"N",36.816667,"36.49.00N",8,46,0,"E",8.766667,"  8.46.00E",780,5
"315",1494,1191,"FATMA3","Dar Fatma 3","Y","N","Y","PMSH","N",NA,NA,355,"1977-00-00",NA,NA,"Hiller probe",NA,NA,NA,1191,"Dar Fatma","TUN-07000-FATM",NA,"TUN","07","000",36,49,0,"N",36.816667,"36.49.00N",8,46,0,"E",8.766667,"  8.46.00E",780,5
"316",1495,1196,"GHORRA01","Ghorra I","Y","N","Y","PALU","N",NA,NA,994,"0000-00-00",NA,NA,NA,NA,NA,NA,1196,"Djebel El Ghorra","TUN-07000-GHOR",NA,"TUN","07","000",36,35,51,"N",36.5975,"36.35.51N",8,23,41,"E",8.394722,"  8.23.41E",1203,NA
"317",1496,1196,"GHORRA04","Ghorra IV","Y","N","Y","PALU","N",NA,NA,994,"0000-00-00",NA,NA,NA,NA,NA,NA,1196,"Djebel El Ghorra","TUN-07000-GHOR",NA,"TUN","07","000",36,35,51,"N",36.5975,"36.35.51N",8,23,41,"E",8.394722,"  8.23.41E",1203,NA
"318",1497,1194,"ORBI1","Orbi I","Y","N","Y","PMSH","N",NA,NA,994,"0000-00-00",NA,NA,NA,NA,NA,NA,1194,"Majen El Orbi","TUN-02000-ORBI",NA,"TUN","02","000",37,9,0,"N",37.15,"37.09.00N",9,5,0,"E",9.083333,"  9.05.00E",200,NA
"319",1498,1197,"MHIRIS","Mhiris Hamrane","Y","N","Y","PMSH","N","Sud of Dar Fatma",NA,355,"1978-00-00",NA,NA,"Hiller probe",NA,NA,NA,1197,"Mhiris el Hamrane","TUN-07000-MHIR",NA,"TUN","07","000",36,47,44,"N",36.795556,"36.47.44N",8,47,4,"E",8.784444,"  8.47.04E",550,NA
"320",1499,1198,"ARAGO","carottage n°2","Y","N","Y","TCAV","N","20m from the existing porch",NA,319,"1980-00-00",NA,NA,"rotary corer (no water)",8,NA,"prehistoric site (Tautavel)",1198,"Caune de l'Arago","FRA-76000-ARAG",NA,"FRA","76","000",42,50,21,"N",42.839167,"42.50.21N",2,45,2,"E",2.750556,"  2.45.02E",200,NA
